review,score,label,score/counter,tanggal,sentiment
letak lembang laku jalan hotel cimanuk kota bandung dusun bambu lama jam menit makan tidak enak harga mahal tidak banding layan rasa makan layan buruk sekali waktu mes nasi goreng take away driver tunggu parkir layan tidak mau antar parkir bayar parkir pesan belum siap tunggu slama menit tidak permitaan nasi goreng bungkus dibungkushanya styrofoam tas kresek hitam mel protes ganti tas kresek kumal tidak minta maaf tas kresek foto layan sana tidak,-5,negatif,-0.0684931506849315,2014-08-01,2
suasana alam pandang tawan makan makan sunda saung tutup pinggir danau pandang langsung gunung udara sejuk sungguh suatu alam senang,2,positif,0.1,2014-08-01,1
dusun bambu lebih tepat kategori bagai tempat hang out restoran dusun bambu lebih jadi daerah wisata kawasan kolmas rupa datar tinggi sejuk tiket rupiah per orang nikmat buah kota kecil alami beberapa bungalow sewa lokasi sisi danau sayang makan jual sana bukan makan baik bandung rasa harga jual golong mahal banding produk sama jual luar dusun bambu,1,positif,0.017543859649122806,2014-08-01,1
tuju kesana macet tepat libur capek hilang pandang nya bagus restoran unik bentuk sangkar burung atas pohon rasa makan biasa harga standart resto cafe cocok keluarga santa nikmat situasi baru,3,positif,0.1,2014-08-01,1
kunjung dusun bambu tepat libur lebaran jadi sangat penuh sesak sangat macet cara seluruh tempat sangat luas milik banyak hibur jadi seluruh keluarga partisipasi libur lokasi parkir lumayan jauh restaurant kendala transportasi dusun bambu sedia jemput mobil rute rute parkir pintu gerbang utama restaurant pulang pergi rute parkir bambu silang restaurant pulang pergi apabila mes makan dusun bambu tukar uang rupiah voucher khusus pecah perlu ingat voucher tidak uang tidak tukar rupiah jadi tukar uang sesuai butuh,2,positif,0.025974025974025976,2014-08-01,1
tempat baik merileksasikan pikir tubuh mengirup udara gunung segar pandang tawar tetap gaya ekslusif tidak kampung tempat makan lengkapimjuga inap tidak kalah nyaman makan minum jangan terlalu harap banyak pilih menu terlalu sedikit waktu layan sangat lama sering tegur layan menu pesan bayar perhati kadang beberapa menu tidak pes muncul tagih bahkan menu cancel terlalu lama tunggu tagih muncul harga terlalu mahal rasa biasa sangat saran datang siang hari nikmat pemandanganindah gunung kalau malam hari pandang tidak lihat pilih pakai sangat anjur,-3,negatif,-0.036585365853658534,2014-08-01,2
paling enak makan restoran bentuk saung samping danau kecil tempat perlu reservasi minimal orang buat ning harga relatif mahal makan restoran jakarta kalau kamu cuma mau makan terus pulang mending makan restoran belah atas kalau memang mau suasana lebih bau tradisional cobain makan nyantai maksimal jam,-3,negatif,-0.06521739130434782,2014-07-01,2
weekend kesana sesak antri beli voucher makan dulu beberapa makan coba mahal ga enak habis sisa voucher tidak uang padahal belum tidak informasi,-1,negatif,-0.043478260869565216,2014-07-01,2
tempat sedikit beda bandung tempat unjung nikmat alam restaurant kedai makan area main anak inap lokasi atas gunung tempat sangat segar malam hari tempat cukup dingin tuju tempat unjung sedia kendara wara wiri parkir lobby segar tempat tetap jaga sayang restaurant burangrang makan saji kurang variasi rasa kalah banding suasana tempat restaurant nikmat hidang santai kedai nya mirip food court suasana nyaman banyak improvement laku tempat tidak kecewa unjung tempat buat merefreshingkan unjung suasana udara jangan lupa baju hangat,4,positif,0.05063291139240506,2014-07-01,1
walaupun letak jauh bandung pikir tempat wajib kunjung tempat makan sekaligus tempat main anak asyik semua restaurant sana milik lebih masing masing kali makan lutung kasarung bentuk sarang burung atas pohon makan sini kena biaya sewarb per sarang per jam nya tampung orang muat orang makan saji lumayan harga tidak terlalu mahal dusun bambu tempat main anak taman bunga danau buat tempat makan dusun bambu farmer market food court burangrang pandang danau purbasari bentuk pondok pondok kecil danau restaurant tempat inap tempat camping,-2,negatif,-0.024096385542168676,2014-07-01,2
rekomendasi tempat segera unjung nya tempat belum lama buka perlu waktu jam pusat kota bandung tuju tempat sampa langsung serbu restoran lapar mau share tempat hawa cukup sejuk suasana sungguh tenang hati cocok sekali cari inspirasi hilang jenak hiruk pikuk suasana kota konsep tempat alam cukup lengkap cara fasilitas akomodasi cottage camping restoran beberapa pilih tempat main anak sini rekomendasi inap malam cukup balik sini inap sempat ikut jumpa,7,positif,0.10144927536231885,2014-07-01,1
tempat paling jauh seluruh restaurant kawasan kolonel masturi baru main sedikit makan biasa baik tiket masuk ribu per orang mobil garut lebih pilih kampung sampireun kampung sumber alam santa lokasi,-2,negatif,-0.06666666666666667,2014-07-01,2
keluarga unjung dusun bambu tanggal juni turut tempat biasa tidak attraksi view tarik htm idr orang kalau pandang gunung yah memang daerah tinggi wisata kuliner tidak terlalu banyak pilih tempat satu daerah lembang arena main turut anak anak lebih suka tempat satu,-1,negatif,-0.023809523809523808,2014-06-01,2
letak jalan kol masturi dusun bambu mudah capai tunjuk warna merah sekan giring kesana tiket masuk rp orang tiket mobil rp mahal wahana main makan ranting pohon sabtu minggu keluarga mampir hari selasa parkir mobil sila naik angkot area dusun bambu resto tempat makan bias pilih sampa sana satu rupa food court stunya nama burangrang macam fine ning nya dusun bambu pilih burangrang pandang lebih enak makan ingat konsep disuung fine ning mka harga rasa cukup mahal dusun bambu unik konsep satu tempat rupa bentuk sarang lebah bee hive ranting ranting beehive sorok pohon pohon meter atas tanah beehive sangga pipa besi kuat good idea,2,positif,0.01904761904761905,2014-06-01,1
dusun bambu sarana rekreasi wajib kunjung apabila bandung tempat sangat indah sejuk bersih harga makan sini cukup mahal banding kualitas makan mungkin harga makan beban harga tempat bagus,1,positif,0.03571428571428571,2014-06-01,1
sebenernya tempat cozy bagus banget cocok keluarga pasang kumpul bareng teman kumpul bareng teman cantik sama teman cuma iya makan kurang enak sih kalau menuruut harga keluar sih aga kecewa denagn rasa makan memang cara presentasi makan sih bagus unik rasa kurang minum ga asa apa iya datang dusun bambu emang paling enak buat nikmatin suasana,3,positif,0.05357142857142857,2014-06-01,1
turut tempat cocok keluarga rekreasi sini banyak aktivitas laku makan cara kualitas harga bilang rata rata arti kualiatas makan sih sedang view jadi daya jual turut beberapa perlu perhati masalah tempat parkir sedia area lebih luas hari libur parkir susah jalan sempit benar bantu tugas parkir cari tempat parkir,1,positif,0.02040816326530612,2014-06-01,1
satu kata tempat awesome walaupun letak jauh kota bandung sampa lokasi puas rasa pandang indah banget suasana romantis habis pasuk lokasi parkir lihat macam tugu buat bambu julang tinggi lokasi parkir antar mobil tuju lokasi utama lokasi tempat nama lutung kasarung tarik perhati buat mungkin hampir semua unjung foto sana kemudian pasar katulistiwa rumah makan menu ajiibbb mungkin perlu bawa tempat jaket malam mulai datang suhu dingin bangettttt tempat sedia selimut unjung makan sisi luar bangun dingin tetap tidak bendung dingin suhu lokasi,-3,negatif,-0.03614457831325301,2014-05-01,2
beberapa tahun tidak pernah injak lembang beberapa teman rekomendasi dusun bambu ajak teman kunjung bandung lokasi memang cukup jauh rute jalan sempit semua rasa senang makan siang berisitirahat dusun bambu lembang memang milik unggul sendiri udara segar dingin makan memang relatif cukup mahal banding harga kota rasa standar konsep wisata alam makan khas indonesia sini buat baru unik harap manajemen terus kembang pelihara,3,positif,0.047619047619047616,2014-05-01,1
lokasi resto cukup jauh sama orang teman langsung datang resto hubung belum datang coba reservasi telepon tidak jawab sampa dusun bambu hari rabu tidak libur kelompok sedang laku gathering jadi layan bilang pesan makan lama benar sekali makan datang lama rasa tidak muas bebek bakar bambu bau nasi liwet tidak enak resto sunda pesan kakak perempuan poci beberapa kali minta layan tidak datang akhir kesal minta bill pertama bill kamu terima salah milik orang bill nyata pesan kakak perempuan poci belum masuk bill arti orang layan minta tidak catat turut banyak perlu baik management kerja koki handal,-2,negatif,-0.020618556701030927,2014-05-01,2
tempat sangat luas upa hutan pinus jadi kalau datang malam tidak banyak lihat desain eksterior interior unik layak lihat akhir lokasi sangat dingin jadi jangan lupa bawa jaket,0,netral,0.0,2014-05-01,0
lokasi pandang sangat natural serasa desa harga tiket masuk sangat murah pertama kali datang sambut musik khas sunda antar tempat main restauran mobil fasilitas gratis restauran beli makan voucher beli hari tsb makan sangat khas daerah jawa barat anak anak sangat suka makan harga jangkau sana sedia fasilitas naik sampan gratis kitar danau buat sengaja buat kelola suasana khas desa sedia main anak manah paint ball naik becak main enggrang sangat rekomendasi keluarga anak anak datang tempat alterbnatif tempat main daerah lembang,7,positif,0.08536585365853659,2014-05-01,1
kunjung belum pernah kesini bulan februari atas undang orang teman waktu kondisi sangat ramai kemarin datang sama anak anak weekdays jadi suasana tidak terlalu ramai walaupun kunjung pesta lanjut usia kunjung anak anak universitas tarumanegara makan turut biasa iya tidak istimewa harga lumayan mahal point plus tempat lokasi nya suasana lingkung dusun bambu kumpul sama keluarga besar tempat cocok sekali pilih lokasi tempat duduk tidak mau panas kalau duduk luar udara panas lumayan mandi keringat hujan tidak perlu repot pindah cari tempat duduk kalau kondisi resto sepi enak pilih kursi weekend susah cari tempat duduk,-2,negatif,-0.021052631578947368,2014-05-01,2
takjub pertama kunjung tempat kok tempat indah banget pandang asri suasana sejuk makan cukup baik terkoordinir main anak,4,positif,0.2222222222222222,2014-04-01,1
dusun bambu letak kaki gunung burangrang terminal ledeng bandung banyak sekali tunjuk jalan tuju lokasi tidak perlu khawatir sesat tiba dusun bambu hari jumat libur panjang antri masuk lokasi sangat panjang inap tidak kena biaya masuk main lihat biaya masuk rp orang rp mobil tuju masuk eagle camp site inap tema camping fasilitas hotel tawar dusun bambu tenda atas ruang ruang kiri tempat letak tempat tidur ruang kan bagai ruang duduk tenda tampung tempat tidur tiap tempat tidur sedia bantal selimut sleeping bag toilet letak bawah deck tenda lengkap air panas inap tengah malam dengar suara musik sangat keras band belakang tenda duga suara asal panggung dekat restaurant burangrang jauh suara dengar keras area camping cara seluruh alam camping sangat senang trekking gunung tidur tenda makan pohon main sawah jajal sampan mandi sungai lari pematang sawah hangat api unggun sungguh alam tidak lupa,-5,negatif,-0.03496503496503497,2014-04-01,2
dusun bambu tempat cocok kumpul jauh dr ramai kota so far tempat cukup bagus tata ruang nya bagus sangat sayang kan teman teman tidak nikmat lunch fine dinning tepat seberang danau pasar khatulistiwa terlalu ramai anggap kurang nyaman lanjut visit harap kembang jadi utama service layan restoran,0,netral,0.0,2014-04-01,0
dusun bambu tpt nya sangat cocok buat hilang penat dr imah seniman langsung dusun bambu kira jalan menit suasana nya asri udara bersih situ tpt nama nya lutung kasarung tpt nya atas pohon tanya reservasi nyata lutung kasarung tidak buat orang yahhhh kecewa cm istri anak belum punya akhir nya cafe burangrang situ mesgi reservasi akhir gazebo dpn pandang danau tpt sebut segera tempat mbak reservasi nya kalau tidak segera tpt in tempatin sama orang tidak tanggung jawab makan baru pesan jam tengah duduk situ dr jam tengah tpt nya emang nyaman cozy akhir tidur an situ gak lama si mbak dateng beri kabar nyata jam tengah makananya belum keluar lalu istri tanya kira jam brapa keluar si mbak reservasi tidak yaaahhh kecewa akhir pergi dr situ tanpa merasain makan situ ternayata datang tepat ri dateng o iya masuk cafe burangrang tidak bawa makan dr luar,0,netral,0.0,2014-04-01,0
tempat bagus keluarga banyak pilih main makan lumayan paling enak bajigur nyaaaa,4,positif,0.3333333333333333,2014-04-01,1
sangat nikmat pergi dusun bambu tengah banyak pilih hibur tempat makan standar lembang dusun bambu letak jauh masuk kolonel matsuri pandang design sangat bagus cocok duduk duduk sama keluarga udara sejuk pilih makan agam mostly enak perfect place in lembang,4,positif,0.1,2014-04-01,1
pergi glamping lama tiga malam anak alam pertama sangat suka akomodasi bersih nyaman staf sangat ramah umum milik waktu baik sana meski sering mandi malam batas giat bbq beberapa saran manajemen a mungkin lebih baik beri tahu tamu pertama kali datang monyet liar rutin pagi hari jam pagi milik beberapa barang pribadi tempat luar kamp kunyah bawa pergi batas aktivitas kelompok pagi hari cukup ganggu nyaring jam pagi c tingkat manajemen lalat meski erti giat luar ruang,6,positif,0.07792207792207792,2019-12-01,1
manajemen hormat bahkan pikir bagaimana tingkat layan bayar biaya kendara tidak sedia kendara cukup capai tempat serius pertama akhir kali unjung tempat aku tidak pernah pergi tempat antri kendara kendara sangat panjang kamu tidak pernah pikir tamu tidak layan baik bagaimana rasa malu sekarang antri juni banyak antri belakang laku banyak tamu tidak arti milik tempat hebat laku suka hati tingkat layan layan,4,positif,0.06349206349206349,2019-06-01,1
unjung sini bulan lalu tempat sedikit jauh layak kamar bersih lingkung alami udara segar dingin fasilitas tempat main keluarga banyak laku sini saran habis panjang hari sini jajah segala daerah sangat luas layan antar jemput gratis area wisata satu tidak suka jalan kaki akhir jalan sedikit jadi pakai sepatu sandal pasang tepat habis waktu sini hingga benam matahari kemudian unjung restoran burangrang hotel tawar lingkung tenang desain interior unik bersih banyak makan minum pilih semua bersih sini bahkan toilet yakin semua orang temu tempat sangat nyaman bahkan rasa habis malam sana kualitas makan baik semua laku makan minum tidak beda foto buku menu jempol staf koki dapur,15,positif,0.14018691588785046,2017-07-01,1
pandang bagus suasana senang buat sangat suka tempat nikmat banyak main makan makan restoran sangat bagus tempat nyaman makan,6,positif,0.3157894736842105,2017-07-01,1
bagus banget mampat restoran suguh pandang danau cantik banget makan enaaak keluarga anak ramah sooon,2,positif,0.13333333333333333,2017-07-01,1
banyak pohon bunga antar jemput gratis bawa banyak tempat wisata sana pandang indah makan sedikit mahal,2,positif,0.125,2017-06-01,1
cara seluruh tempat bagus santa pandang sangat bagus lokasi tidak terlalu strategis,0,netral,0.0,2017-06-01,0
kata keluar dunia reakky keluar dunia tempat milik banyak beda semua indah rumah pohon restoran danau bagus restoran prasmanan tempat persis sama sangat takjub,2,positif,0.08333333333333333,2017-06-01,1
tempat baik keluarga keluar banyak senang keluarga utama anak anak nilai baik makan indonesia villa resort higly rekomendasi coba,4,positif,0.21052631578947367,2017-05-01,1
makan sangat lezat lezat dusun bambu sedia makan tidak makan barat asia sini coba masakan asia,2,positif,0.125,2017-05-01,1
iya unjung tempat salah satu tuju pergi bandung teman makan coba sendiri jadi banyak makan makan satu ingat makan siang rumah pohon mungkin suka tengah jembatan iya benar benar nikmat tempat akhir selfie wefie sini milik pandang bagus obyek,2,positif,0.05128205128205128,2017-05-01,1
dusun bambu tempat kuliner rekreasi keluarga milik taman main anak anak kompleks sangat indah pandang hijau banyak tempat foto angin sejuk udara bersih nikmat libur dusun bambu,3,positif,0.1111111111111111,2017-05-01,1
tempat indah sangat senang habis waktu istri sini tidak tempat luar biasa indah pandang indah istri suka habis waktu sini tempat sangat rekomendasi,6,positif,0.2608695652173913,2017-05-01,1
rekomendasi datang sini unjung bandung restoran konsep alam makan restoran pandang alam restoran lengkap taman main pandang alam tempat sangat bagus santa pikir udara segar nikmat waktu sini tempat rekomendasi kunjung keluarga temu bisnis makan bagus lezat milik banyak bagai jenis makan mulai makan tradisional indonesia makan masuk bayar jenis kendara bayar per orang masuk tempat,7,positif,0.125,2017-05-01,1
tempat bagus habis libur keluarga anak anak milik kelinci mana anak anak beri makan tanah punya kuda naik arena main anak danau buat milik beberapa restoran coba cara seluruh tidak bagus,0,netral,0.0,2017-04-01,0
milik makan baik sana lama jalan bandung lembang awal rencana pergi sana makan siang lanjut tuju ikut cinta banyak akhir habis banyak waktu sana restoran burangrang sangat baik hias bagus suasana layan baik makan benar benar lezat nikmat duduk sofa besar nikmat pandang kopi makan siang sedia wifi gratis pergi jalan jalan taman bunga makan pilih bayar biaya milik makan sarang burung buat kulit bambu pondok kecil pinggir danau,13,positif,0.18840579710144928,2017-03-01,1
datang sini pm sayang cuaca bandung datang sedang hujan angin jadi bukan waktu baik unjung sana belum hujan habis waktu ambil foto pandang sangat bagus rekomendasi lutung kasarung restaurant kunjung sana ambil foto tidak bayar sangat dingin,4,positif,0.10810810810810811,2017-03-01,1
makan halal non halal sedia sini rasa lumayan enak banyak jenis makan cina sedia sini,5,positif,0.3333333333333333,2017-02-01,1
pergi sana libur keluarga cepat beri anak anak alam tinggal tenda pikir harga terlalu mahal fasilitas tawar layak coba sekali milik anak anak kecil tinggal kota besar hati hati banyak serangga cacing utama kamar mandi kualitas makan standar tidak terlalu banyak pilih anak anak main tingkat ladang stroberi tidak stroberi restoran samping danau masakan sunda milik makan baik punya sana,5,positif,0.08333333333333333,2017-02-01,1
suka suasana pandang layan baik harga wajar kadang kadang tunggu menit beberapa menu cantum tidak sedia,1,positif,0.0625,2017-02-01,1
alam indah dusun bambu milik banyak fasilitas segala usia tempat main anak anak pandang instagramable danau bunga makan pasar khatulistiwa food court banyak jenis makan besar sangat lezat tempat rekomendasi kumpul keluarga indah,7,positif,0.21212121212121213,2017-02-01,1
unjung makan siang makan keri maksud siap belum jadi tidak segar beberapa bahkan tidak makan pandang sangat luar biasa pergi restoran tunggu mobil antar jemput tunggu lama kemudian makan ruang pilih purbasari ruang kotor nasi lantai iya tuhan plus toilet bau kotor coba keluh makan staf tidak laku apa kata cara makan saji keluh tahu goreng tahu garam pedas sangat sulit tidak mungkin makan masak beberapa kali jadi tidak rekomendasi makan sini nikmat pandang indah danau buat pandang lihat sangat sesal kunjung,-8,negatif,-0.0975609756097561,2017-02-01,2
jakarta lembang ambil jam mobil dusun bambu tempat kagum habis hari keluarga teman suasana alam tenang rasa nikmat lingkung bagai aktivitas perahu kuda siapa ikan manah banyak orang coba diri sendiri senang sama sama teman,6,positif,0.17142857142857143,2017-02-01,1
beberapa tempat makan dusun bambu lupa nama masing masing beri gambar adil danau sisi restoran restoran milik pondok kecil danau makan tempat sangat privat tiap cottage alokasi kelompok minimum order orang paket menu murah rp orang masing masing makan sunda sangat lokal tidak makan sana datang bagai buah kelompok diri pikir senang makan sana restoran indonesia mewah restoran formal daerah sarap brunch saji menu prasmanan tamu hotel tidak tahu jalan tingkat hingga a m makan siang layan prasmanan mulai a m harga rp pikir ubah menu tiap sekarang kemudian selalu indonesia tiba sana a m jadi tidak coba sarap prasmanan sangkuriang bukan buah restoran pisah cukup eksklusif tempat makan foodcourt bentuk sarang burung makan atas tiga cabang jadi tarik bayar rp ribu pondok kecil orang rp ribu salah satu lebih besar orang tarif jam mes cottage sarang ambil makan foodcourt foodcourt makan sini beli voucher uang uang monopoli tidak dana bijak periksa harga belum beli voucher tepat actualy pikir bijak tidak masuk akal harga rasa kata tempat jadi jadi tidak istimewa nb baca halaman tidak ulas restoran keluarga waktu luang park,3,positif,0.016574585635359115,2017-01-01,1
satu cukup pinggul cukup besar tidak benar benar lihat jajah lepas lanskap arsitektur tidak lebih banyak balon udara pertama atur pergi sana mungkin coba tinggal sana lama malam milik lebih banyak alam nikmat jalan jalan udara segar ambil banyak gambar bagai tempat kuno sangkuriang bird cage kolam jenis rumah desa milik bagai makan nikmat hidang sini sedia makan cukup pinggul kue hasta hampir tidak layak siput makan tradisional besar layan banyak bogor wafel otak otak perkedel ikan perlu pergi sana alam meski,4,positif,0.04878048780487805,2017-01-01,1
tempat rekreasi bagus main padu giat keluarga perlu sepenuh nikmat cuaca baik apa tawar sini aktivitas anak muda restoran pandang indah,6,positif,0.2857142857142857,2016-12-01,1
tempat kunjung lembang pandang bagus makan baik udara segar tempat bagus waktu sama keluarga,4,positif,0.2857142857142857,2016-12-01,1
tempat bagus keluarga waktu luang indah pandang tempat bagus temu alam pergi sana pergi bandung sana makan siang makan malam tempat rekomendasi bawa anak anak,4,positif,0.16,2016-11-01,1
tempat rupa tempat kunjung lembang tidak cicip bagai makan baik kagum alam unjung tidak pergi akhir pekan walaupun terlalu ramai,0,netral,0.0,2016-11-01,0
cari tempat mana lihat lanskap hijau pandang indah datang sini restoran letak atas danau milik selera baik meski sangat mahal pilih makan makan lebih murah dusun bambu keliling udara dingin segar inap hotel lokasi jangan lupa bawa payung terkadang hujan turun,1,positif,0.024390243902439025,2016-09-01,1
toko makan lokal makan baik harga baik tidak imbang gerak beri tempat pergi tempat indah,3,positif,0.2,2016-09-01,1
usia bulan paling senang tempat main atur bagus aman liar diri sendiri aku beri saran tanam pohon bayang daerah lebih cerah mungkin sedikit panas anak anak main sana idr seluruh hari cukup murah tempat makan area sempurna harga tidak terlalu mahal tidak murah,2,positif,0.046511627906976744,2016-09-01,1
tahun buka milik sempat harap penuh banyak ekstra makan enak harga jangkau banyak variasi banyak daerah giat anak anak,8,positif,0.42105263157894735,2016-08-01,1
datang sini suami putra usia tahun hari minggu pagi tempat parkir cukup besar sedia mobil antar jemput area utama waktu tunggu tidak lama menit makan siang restoran burangrang makan cukup padan harga pandang sangat indah bagus ambil gambar area kereta dorong ramah toilet sangat bersih satu perhati benar benar tidak mesin atm sedia jadi siap uang tunai cukup belum masuk rpk cadang bayar biaya masuk mobil jalan keluar,8,positif,0.11764705882352941,2016-08-01,1
salah satu lokasi paling kenal bandung pergi sini anak anak tempat main senang makan baik nikmat pergi sini tempat bagus,3,positif,0.15,2016-08-01,1
tempat cukup jauh pusat kota bandung milik restoran danau taman bunga bagus beberapa hibur anak anak lezat temu banyak tempat foto foto sini tidak saran kursi roda hati hati akhir pekan lalu lintas biaya jam kota,5,positif,0.1388888888888889,2016-08-01,1
tips datang lebih awal pagi hari sana segera buka hindar kerumun sinar matahari pagi foto luar biasa tidak milik makan apa sana es krim toko akhir jalan rencana makan restoran sangat cantik benar benar suka the nest area siap baterai penuh kenang ruang ambil ratus foto dusun bambu,5,positif,0.10416666666666667,2016-08-01,1
tempat senang tidak sempat lihat semua giat tawar makan food court sedia bagai jenis makan indonesia tradisional milik kereta api dekat taman main anak anak main pertama kali pergi pintu masuk naik mobil angkot tradisional transfer restoran alam bagus utama bawa orang tua hukum amerika waktu sedikit budaya indonesia sana tarik tempat jauh banyak jadi alam baik meski,3,positif,0.05172413793103448,2016-07-01,1
dusun bambu rupa salah satu tempat baik bawa anak anak libur banyak pilih makan jalan suka sangat banyak pandang bagus tempat sangat rekomendasi keluarga anak anak,4,positif,0.15384615384615385,2016-07-01,1
live musik terlalu keras tidak cermin tenang gunung sunda tengah gunung pandang danau indah mungkin mes freakin live band rock sangat suka batu dengar rock aku pergi hard rock cafe mahal burangrang lambat layan mes pisang goreng tunggu hampir satu jam,-4,negatif,-0.0975609756097561,2016-07-01,2
milik makan makan tidak enak milik restoran aku tidak pernah coba beberapa kamar dekorasi unik rat cari makan anak anak main dusun bambu cukup bagus pandang tempat sangat indah milik shuttle bus lobi utama taman main foodcourt,3,positif,0.08108108108108109,2016-07-01,1
hotel letak dekat rumah duduk lokal biaya masuk murah idr biaya masuk idr lama libur pintu masuk gerbang sedia layan antar jemput gratis banyak giat laku utama anak anak anak anak main atv beri makan kelinci bayar tempat bagus makan siang makan malam purbasari makan khas sunda samping danau tidak salah total idr per orang minimal orang salah satu tempat bagus habis waktu bandung keluarga ps tidak bawa makan minum luar tagih idr,4,positif,0.0547945205479452,2016-07-01,1
tempat kunjung milik libur bandung lebih baik sana lebih awal mungkin pagi milik waktu pribadi ambil gambar jadi terlalu ramai waktu makan siang,-2,negatif,-0.08695652173913043,2016-07-01,2
alam buruk purbasari restoran daerah layan sangat buruk sangat lambat abai kios makan rasa makan tidak bagus pandang tidak bagus banyak tempat lebih baik santa akhir pekan musim libur tempat penuh orang kurang senang,-4,negatif,-0.11764705882352941,2016-07-01,2
tahu milik beberapa villa penuh pes sejak bulan belum datang jadi putus ambil pasang makan siang ulang tahun tidak alam makan siang kenal lutung kasarung bird cage bird cage sewa hotel jadi tidak masuk makan biaya kecil orang hari besar biaya hari mungkin pax makan pes restoran belah the bird cage harga makan cukup tempat kata harga jangkau rasa sangat indonesia cinta banyak tempat sangat bagus romantis sungguh sayang terlalu banyak orang lewat penjara rasa kebun binatang burung barang antik semua tatap ambil foto depan kandang selamat sangat sebal harap tenang daerah saran dusun bambu plz buat lutung kasarung bagai tempat pribadi orang tidak niat makan sana jangan masuk plz daerah orang orang bayar sadap nikmat penjara harap waktu ikut datang beberapa baik dusun bambu utama layan sistem,6,positif,0.046875,2016-07-01,1
pandang bagus coba makan sarang burung alam baru sana sedia arena main anak hewan kebun binatang mini bagai aktivitas luar ruang atv manah,1,positif,0.043478260869565216,2016-07-01,1
layan antar jemput gratis tidak jalan jalan bambu kafe foodcourt santa makan milik tempat main indah bayar area main anak anak alice wonderland konsep banyak tumpu tempat keluarga lewat waktu jalan jalan jajah tempat milik kandang unik sarang burung makan malam tidak makan sana layan bagai latar belakang foto indah jalan keluar tukar botol air mineral tiket masuk,3,positif,0.05172413793103448,2016-06-01,1
tempat unik keluarga milik restoran giat cottages coba siomay tadi bandung foodcourt sangat lezat milik cottage apung coccoon bagai tempat makan antri harga regular mana bandung bukan murah,2,positif,0.07142857142857142,2016-06-01,1
datang sama keluarga tempat biaya masuk masuk tempat pilih purbasari restoran milik makan tradisional sunda restoran buah gazebo tepi danau sangat bagus santai maksimal jam pilih mes lebih masuk akhir pekan,2,positif,0.06451612903225806,2016-05-01,1
salah satu tempat libur milik makan siang banyak variasi makan diri anak anak main taman main besar taman bunga bagus makan sarang burung apa tempat indah,4,positif,0.15384615384615385,2016-05-01,1
unjung tempat makan siang jalan jalan harga sisi tinggi semua layak lanskap variasi danau sawah sungai kecil taman bangun arsitektur dekorasi variasi tradisional hingga modern semua sangat manja mata konsep buka panas sore hari padan pandang suasana,5,positif,0.13513513513513514,2016-05-01,1
letak hour kendara bandung jangan pergi sini akhir pekan terlalu banyak orang tidak nikmat atmosfir aku pergi sini kali satu hibur lengkap restoran sangat dingin angin udara tidak terlalu banyak orang akhir pekan banyak orang cukup baik libur keluarga makan cukup enak tempat luas dekorasi arsitektur,3,positif,0.06521739130434782,2016-05-01,1
satu tempat hibur cottage inap malam main outbound tawar naik kuda atv bahkan canoing katapel beberapa restoran lounge tawar bagus harga fnb rasional manajemen internal sedia layan antar jemput tamu pergi tempat tarik cara seluruh tempat kunjung baik sama keluarga pasang spektakuler,5,positif,0.11904761904761904,2016-05-01,1
makan malam milik sarap prasmanan cafe burangrang makan malam harga mahal pilih layak makan suasana baik pandang indah hadap air,2,positif,0.1,2016-04-01,1
tempat banyak spot foto milik pilih tempat makan lutung kasarung cafe tidak saran hotel bayar tempat makan aku lupa nama foodcourt makan sangat baik harga tidak terlalu mahal burangrang resto datang harga murah jangan datang makan sini burangrang cafe saji makan lezat minum baik pandang sini sangat fantasticp,2,positif,0.041666666666666664,2016-04-01,1
lama jalan dusun bambu bawa klien sangat kes kondisi kamar area kualitas makan awat seluruh proyek milik makan malam sana makan fantastis,0,netral,0.0,2016-04-01,0
pergi sana hari rabu makan siang kafe burangrang terlalu buruk situs web tidak milik menu saji informasi baik restoran informasi bantu orang orang pilih makan restoran kafe kecil burangrang milik menu batas banyak nasi sama harap milik menu kampung daun pandang macam buat,-1,negatif,-0.023255813953488372,2016-04-01,2
layan antar jemput bawa drop off titik sana jalan sedikit atas jalan tanjak beberapa foto beberapa tempat makan jual makan lokal beberapa restoran anak anak main kelinci tempat pandang indah rata rata banyak turis lokal tidak banyak laku,2,positif,0.05263157894736842,2016-03-01,1
datang sini teman teman pandang tidak datang sini makan apa pandang sangat takjub tempat tenang santai pandang indah utama danau angin alir turun bukit konsep cukup baik cara seluruh,4,positif,0.13793103448275862,2016-03-01,1
tempat buah taman keluarga sangat bagus foto tembak tempat bagus piknik kumpul anak anak main sangat lucu bagus kelinci kandang arena main bawa anak anak unjung tempat aku yakin milik senang sana,5,positif,0.15625,2016-03-01,1
tempat besar benar benar hijau dingin datang sedang hujan tempat benar benar baik makan restoran tidak mahal tidak banyak beda aktivitas keluarga tempat sangat cocok banyak taman anak anak main,5,positif,0.16666666666666666,2016-03-01,1
